,date,hour,prod_r1,stock_r1,conso_r1,prod_r2,stock_r2,conso_r2,prod_r3,stock_r3,conso_r3,prod_r4,stock_r4,conso_r4,prod_r5,stock_r5,conso_r5,prod_r6,stock_r6,conso_r6,prod_i1,stock_i1,conso_i1,prod_i2,stock_i2,conso_i2
0,20151010,18,0.0,0.0,7919.478,0.0,0.0,1255.684,0.0,0.0,1692.8759999999997,0.0,0.0,0.062000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20151010,19,0.0,0.0,7920.275000000001,0.0,0.0,1256.1,0.0,0.0,1693.9479999999999,0.0,0.0,0.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,20151010,20,0.0,0.0,7921.592000000001,0.0,0.0,1256.5729999999999,0.0,0.0,1694.35,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,20151010,21,0.0,0.0,7922.4490000000005,0.0,0.0,1256.833,0.0,0.0,1694.4389999999999,0.0,0.0,2.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,20151010,22,0.0,0.0,7923.605,0.0,0.0,1257.054,0.0,0.0,1694.5149999999999,0.0,0.0,2.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,20151010,23,0.0,0.0,7924.329,0.0,0.0,1257.183,0.0,0.0,1694.563,0.0,0.0,2.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20151011,0,0.0,0.0,7925.433,0.0,0.0,1257.2830000000001,0.0,0.0,1694.65,0.0,0.0,2.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,20151011,1,0.0,0.0,7925.812,0.0,0.0,1257.46,0.0,0.0,1694.7279999999998,0.0,0.0,2.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,20151011,2,0.0,0.0,7926.198,0.0,0.0,1257.554,0.0,0.0,1694.819,0.0,0.0,3.1510000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,20151011,3,0.0,0.0,7926.571,0.0,0.0,1257.6760000000002,0.0,0.0,1694.916,0.0,0.0,3.3169999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,20151011,4,0.0,0.0,7927.022000000001,0.0,0.0,1257.8410000000001,0.0,0.0,1694.989,0.0,0.0,3.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,20151011,5,0.0,0.0,7927.737000000001,0.0,0.0,1258.048,0.0,0.0,1695.081,0.0,0.0,3.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,20151011,6,0.0,0.0,7929.665000000001,0.0,0.0,1258.276,0.0,0.0,1695.1830000000002,0.0,0.0,3.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,20151011,7,0.0,0.0,7930.987000000001,0.0,0.0,1258.926,0.0,0.0,1695.269,0.0,0.0,4.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,20151011,8,0.0,0.0,7932.467000000001,0.0,0.0,1259.2079999999999,0.0,0.0,1695.351,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,20151011,9,0.0,0.0,7934.862999999999,0.0,0.0,1259.534,0.0,0.0,1695.446,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,20151011,10,0.0,0.0,7937.965,0.0,0.0,1260.376,0.0,0.0,1695.535,0.0,0.0,8.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,20151011,11,0.0,0.0,7940.892,0.0,0.0,1261.243,0.0,0.0,1695.6170000000002,0.0,0.0,10.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,20151011,12,0.0,0.0,7944.719999999999,0.0,0.0,1261.856,0.0,0.0,1695.7369999999999,0.0,0.0,15.656000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
