,date,hour,prod_r1,stock_r1,conso_r1,prod_r2,stock_r2,conso_r2,prod_r3,stock_r3,conso_r3,prod_r4,stock_r4,conso_r4,prod_r5,stock_r5,conso_r5,prod_r6,stock_r6,conso_r6,prod_i1,stock_i1,conso_i1,prod_i2,stock_i2,conso_i2
0,20151015,17,0.0,0.0,8151.337,0.0,0.0,1291.467,0.0,0.0,1717.2379999999998,0.0,0.0,194.63400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20151015,18,0.0,0.0,8152.820000000001,0.0,0.0,1292.1570000000002,0.0,0.0,1717.3469999999998,0.0,0.0,194.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,20151015,19,0.0,0.0,8154.691,0.0,0.0,1293.178,0.0,0.0,1718.4270000000001,0.0,0.0,196.49599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,20151015,20,0.0,0.0,8156.757,0.0,0.0,1294.483,0.0,0.0,1718.56,0.0,0.0,197.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,20151015,21,0.0,0.0,8158.29,0.0,0.0,1295.5360000000003,0.0,0.0,1718.654,0.0,0.0,198.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,20151015,22,0.0,0.0,8160.169,0.0,0.0,1296.073,0.0,0.0,1718.7350000000001,0.0,0.0,199.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20151015,23,0.0,0.0,8162.284000000001,0.0,0.0,1296.2420000000002,0.0,0.0,1718.779,0.0,0.0,200.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,20151016,0,0.0,0.0,8163.884,0.0,0.0,1296.345,0.0,0.0,1718.841,0.0,0.0,201.60799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,20151016,1,0.0,0.0,8164.410000000001,0.0,0.0,1296.45,0.0,0.0,1718.922,0.0,0.0,202.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,20151016,2,0.0,0.0,8164.813,0.0,0.0,1296.611,0.0,0.0,1719.011,0.0,0.0,203.73999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,20151016,3,0.0,0.0,8165.192,0.0,0.0,1296.691,0.0,0.0,1719.1079999999997,0.0,0.0,205.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
